"output_yield","planted_area","harvested_area","production_ton","yield_ha_area","sale_price","fertilizer_use","cost","Temp","RainDay","Rainfall"
268,56351,54361,15102,278,4001.96,21.11,1201.43,14,7,10
344,114643,113978,39437,346,4001.96,30.85,1201.43,4,6,2
309,895051,777392,276571,356,4001.96,19.31,1201.43,5,1,1
309,379448,338659,117249,346,4001.96,27.3,1201.43,16,13,1
354,107922,105677,38204,362,4001.96,30.56,1201.43,2,10,2
323,444990,409689,143732,351,4001.96,34.02,1201.43,3,16,1
307,214449,209617,65836,314,4001.96,19.56,1201.43,2,1,7
269,64697,62742,17403,277,4001.96,17.86,1201.43,27,1,0
310,119141,113827,36934,324,4001.96,21.18,1201.43,6,1,6
265,169469,147181,44909,305,4909.1,17.3,1295.26,22,6,1
424,144213,119690,61146,511,4909.1,14.78,1295.26,12,11,2
513,63522,62186,32587,524,4909.1,14.24,1295.26,12,1,8
375,22173,22087.77,8315,376,4909.1,32.04,1295.26,6,16,2
396,122951,115387.66,48689,422,4909.1,8.86,1295.26,21,12,0
404,96989,93680,39184,418,4909.1,3.41,1295.26,18,0,6
395,201586,201082.53,79626,396,4909.1,25.12,1295.26,5,16,1
486,1196333,1171935.35,581418,496,4909.1,19.68,1295.26,5,14,6
281,877996,735920,246717,335,4909.1,8.9,1295.26,18,3,6
432,14291,12765,6174,484,4909.1,8.63,1295.26,1,5,8
443,1437,1231.63,637,517,4909.1,12.5,1295.26,22,1,5
380,369399,242357.66,140372,579,4909.1,13.66,1295.26,13,15,2
269,1269980,821312.9,341625,416,4909.1,15.91,1295.26,0,11,8
302,1407242,883326,424987,481,4909.1,26.7,1295.26,27,4,10
263,2276919,1637284,598830,366,4909.1,22.24,1295.26,2,2,5
286,504218,450813.19,144206,320,4909.1,13.08,1295.26,9,7,6
449,969865,746286,435469,584,4909.1,11,1295.26,22,10,2
268,27602,26801.14,7397,276,4909.1,7.46,1221.42,9,1,1
318,130954,118593.89,41643,351,4909.1,10.93,1221.42,13,12,1
235,352161,293737.53,82758,282,4909.1,12.87,1221.42,26,8,8
234,221350,104264,51796,497,4909.1,10.96,1221.42,11,11,7
265,269724,242696.55,71477,295,4909.1,11.56,1221.42,25,4,1
214,258334,151679.5,55283,364,4909.1,12.13,1221.42,2,11,0
230,37020,32683,8515,261,4909.1,14.27,1221.42,20,15,2
249,649282,615682,161671,263,4909.1,18.47,1221.42,2,12,10
261,587443,491209,153323,312,4909.1,20.07,1221.42,16,8,0
267,1072005,1019060.34,286225,281,4909.1,20.21,1221.42,12,3,3
266,2079732,1979848,553209,279,4909.1,33.21,1221.42,24,4,4
266,2844515,2717023.36,756641,278,4909.1,33.99,1221.42,4,13,7
276,2435804,2404048,672282,280,4909.1,24.83,1221.42,25,9,0
259,553414,518766,143334,276,4909.1,22.45,1221.42,16,2,2
282,1244008,1230772.17,350810,285,4909.1,21.98,1221.42,18,4,5
302,158538,157243.55,47878,304,4909.1,17.98,1221.42,12,4,2
259,337957,329870,87531,265,4909.1,18.93,1221.42,26,12,0
211,571918,496828.73,120675,243,4909.1,17.9,1221.42,5,10,4
297,2642234,2540286,784743,309,4909.1,24.04,1221.42,24,17,7
363,402552,344474,146126,424,4909.1,34.84,1438.14,16,14,7
270,868726,696608,234556,337,4909.1,13.67,1438.14,6,5,4
499,290729,219386,145074,661,4909.1,36.34,1438.14,13,14,4
639,907234,896801,579723,646,4909.1,51.79,1438.14,19,8,0
547,918235,766524,502275,655,4909.1,39.36,1438.14,7,3,8
313,368579,249060,115365,463,4909.1,27.9,1438.14,28,8,4
232,861499,691745,199868,289,4909.1,26.71,1438.14,25,4,10
685,123571,109067,84646,776,4909.1,55.8,1438.14,16,16,2
499,135875,116257,67802,583,4909.1,38.84,1438.14,6,12,8
444,295513,250513,131208,524,4909.1,52.77,1438.14,29,7,8
352,447802,308120,157626,512,4909.1,20.65,1438.14,11,10,4
205,663432,516039,136004,264,4909.1,18.14,1438.14,7,12,0
435,882084,727615,383707,527,4909.1,36.96,1438.14,17,6,6
250,682592,578634,170648,295,4909.1,15.5,1438.14,28,15,7
320,88403,88403,28289,320,4909.1,17.04,1438.14,17,12,9
268,56560,54478,15158,278,4909.1,22.83,1438.14,30,13,7
265,36928,29428,9786,333,4909.1,23.51,1438.14,2,2,4
289,184100,172624,53205,308,4909.1,11.8,1438.14,28,16,0
476,59956,48169,28539,592,4909.1,30.14,1438.14,21,7,5
539,36101,36101,19458,539,4909.1,54.24,1438.14,27,15,6
613,314775,293378,192957,658,4909.1,53.43,1438.14,27,11,2
303,342409,316093.08,103750,328,4909.1,24.61,1438.14,17,5,1
417,349149,318598,145595,457,4909.1,28.72,1438.14,15,2,0
538,3863,3863,2078,538,4909.1,24.85,1438.14,2,8,8
462,300286,275613,138732,503,4909.1,29.13,1438.14,13,14,8
285,57393,57393,16357,285,4909.1,11.45,1438.14,6,5,10
248,151883,150069,37667,251,4909.1,23.04,1455.49,10,17,0
257,20727,19556,5327,272,4909.1,8.06,1455.49,3,4,9
323,310988,308863.25,100449,325,4909.1,20.05,1455.49,4,7,5
236,23360,22236,5513,248,4909.1,27.61,1455.49,5,5,7
328,1470,1470,482,328,4909.1,31.29,1455.49,26,12,10
282,53457,49886,15075,302,4909.1,26.17,1455.49,18,9,9
367,113709,112356,41731,371,4909.1,25.92,1455.49,26,17,0
315,808292,788350,254612,323,4909.1,23.5,1455.49,14,2,10
353,420150,373244,148313,397,4909.1,27.88,1455.49,24,12,3
358,377241,337131,135052,401,4909.1,32.61,1455.49,9,6,10
345,104166,99197,35937,362,4909.1,25.63,1455.49,6,6,9
325,231105,228296,75109,329,4909.1,18.81,1455.49,4,13,3
287,69547,69159,19960,289,4909.1,20.76,1455.49,8,13,2
335,122395,121846,41002,337,4909.1,20.32,1455.49,9,4,1
318,159607,156915,50755,323,5651.07,19.42,1440.52,19,5,8
466,156553,148230,72954,492,5651.07,18.79,1440.52,27,9,5
523,86733,84979,45361,534,5651.07,18.28,1440.52,4,1,10
476,17015,17015,8099,476,5651.07,21.45,1440.52,4,13,4
523,124781,124550,65260,524,5651.07,15.4,1440.52,20,6,6
326,74678,74583,24345,326,5651.07,3.21,1440.52,3,0,1
352,186052,174470,65490,375,5651.07,16.95,1440.52,28,5,10
347,1210527,1116322,420053,376,5651.07,25.3,1440.52,5,12,3
331,826745,801267,273653,342,5651.07,16.44,1440.52,25,16,0
508,5762,5719,2927,512,5651.07,14.15,1440.52,11,3,7
216,5607,5607,1211,216,5651.07,11.55,1440.52,16,8,1
513,377806,338686,193814,572,5651.07,17.95,1440.52,23,1,1
368,1269025,1026218,467001,455,5651.07,22.57,1440.52,29,16,6
317,1449409,983960,459463,467,5651.07,25.49,1440.52,20,14,0
313,2198587,1767262,688158,389,5651.07,25.05,1440.52,1,15,10
352,522068,476175,183768,386,5651.07,15.08,1440.52,3,13,9
424,970478,794312,411483,518,5651.07,11.16,1440.52,18,1,2
381,33940,28550,12931,453,5651.07,7.77,1346.2,3,14,1
305,63029,60357,19224,319,5651.07,12.05,1346.2,13,6,8
313,304596,271433,95339,351,5651.07,18.93,1346.2,16,16,8
286,174574,169722,49928,294,5651.07,12.36,1346.2,26,6,7
292,259995,208496,75919,364,5651.07,14.63,1346.2,8,9,10
234,238781,131206,55875,426,5651.07,11.22,1346.2,12,7,2
285,52512,51126,14966,293,5651.07,18.47,1346.2,28,3,9
166,559242,414452,92834,224,5651.07,19.05,1346.2,26,9,9
236,528568,527571,124742,236,5651.07,21.32,1346.2,25,7,5
238,1211675,1205971,288379,239,5651.07,18.25,1346.2,15,4,7
235,2231080,1818199,524304,288,5651.07,31.88,1346.2,8,17,0
219,2739592,2318518,599971,259,5651.07,36.88,1346.2,11,1,7
264,2424364,2212192,640032,289,5651.07,24.69,1346.2,19,4,1
263,462291,385063,121583,316,5651.07,21.11,1346.2,15,10,8
223,981013,946508,218766,231,5651.07,22.95,1346.2,28,6,3
395,262935,253430,103859,410,5651.07,22.18,1346.2,8,10,2
267,371171,292894,99103,338,5651.07,16.36,1346.2,4,14,8
267,801106,669667,213895,319,5651.07,19.24,1346.2,20,15,6
281,2663218,2512241,748364,298,5651.07,23.47,1346.2,6,0,6
389,404069,383332,157183,410,5651.07,31.7,1583.26,23,16,0
393,875597,792477,344110,434,5651.07,27.05,1583.26,13,6,6
563,298592,296715,168107,567,5651.07,39.8,1583.26,3,8,7
498,936533,919827,466393,507,5651.07,40.43,1583.26,6,5,4
540,893863,834194,482686,579,5651.07,42.34,1583.26,8,12,1
461,381821,370756,176019,475,5651.07,31.64,1583.26,2,12,0
399,875110,732811,349169,476,5651.07,33.68,1583.26,19,11,8
642,123590,116774,79345,679,5651.07,61.33,1583.26,14,9,1
627,115861,113678,72645,639,5651.07,46.03,1583.26,10,7,9
673,297848,297417,200452,674,5651.07,56.1,1583.26,27,1,5
343,448332,435175,153778,353,5651.07,34.72,1583.26,8,13,9
255,723138,690728,184400,267,5651.07,22.69,1583.26,15,5,0
407,835172,827709,339915,411,5651.07,39.84,1583.26,16,11,7
239,678798,659999,162233,246,5651.07,19.41,1583.26,13,13,1
284,90506,89403,25704,288,5651.07,16.52,1583.26,28,5,0
262,59278,52733,15531,295,5651.07,21.59,1583.26,12,12,0
367,41861,41691,15363,368,5651.07,26.54,1583.26,1,2,6
306,181512,129701,55543,428,5651.07,19.39,1583.26,7,11,6
706,64176,63731,45308,711,5651.07,30.49,1583.26,12,16,8
633,36013,35505,22796,642,5651.07,42.46,1583.26,29,3,0
540,310519,265777,167680,631,5651.07,47.9,1583.26,5,3,7
204,375039,262770,76508,291,5651.07,25.19,1583.26,30,5,2
398,333741,298875,132829,444,5651.07,31.56,1583.26,23,4,0
249,3652,2074,909,438,5651.07,22.18,1583.26,11,12,10
323,305030,230051,98525,428,5651.07,34.28,1583.26,3,16,2
332,62192,61246,20648,337,5651.07,12.35,1583.26,7,8,4
276,116621,115455,32187,279,5651.07,24.02,1616.22,24,6,5
251,16887,16508,4239,257,5651.07,5.74,1616.22,8,5,1
308,312064,288512,96116,333,5651.07,19.38,1616.22,3,11,2
314,24339,24339,7642,314,5651.07,23.67,1616.22,20,9,8
367,1228,1228,451,367,5651.07,27.69,1616.22,13,12,10
288,59317,59145,17083,289,5651.07,23.09,1616.22,2,10,3
370,123350,123073,45640,371,5651.07,23.53,1616.22,14,10,5
295,873557,835235,257699,309,5651.07,23.96,1616.22,25,14,9
361,418857,401236,151207,377,5651.07,29.12,1616.22,25,12,3
390,385117,382511,150196,393,5651.07,39.16,1616.22,30,6,10
311,97337,97322,30272,311,5651.07,30.01,1616.22,11,2,9
335,207993,206142,69678,338,5651.07,22.38,1616.22,27,7,4
298,72200,70914,21516,303,5651.07,23.93,1616.22,30,8,7
336,121616,120666,40863,339,5651.07,19.25,1616.22,10,5,3
423,166618,163571,70444,431,6779,19.77,1479.92,14,12,1
461,190194,189166,87704,464,6779,19.9,1479.92,15,5,8
428,18352,18124,7858,434,6779,17.62,1479.92,1,5,1
470,36136,36091,16984,471,6779,23.23,1479.92,13,1,10
488,95518,95518,46613,488,6779,16.81,1479.92,12,17,0
379,94118,94031,35686,380,6779,5.23,1479.92,22,3,5
346,193291,190081,66899,352,6779,17.14,1479.92,26,7,1
351,1075456,1009141,377964,375,6779,29.08,1479.92,7,8,5
368,759971,732229,279778,382,6779,17.6,1479.92,10,4,6
553,13997,13997,7738,553,6779,15.2,1479.92,12,3,8
416,4425,4425,1841,416,6779,13.99,1479.92,29,3,3
443,343190,340345,151933,446,6779,18.52,1479.92,13,17,3
418,1208161,1201758,505544,421,6779,23.55,1479.92,1,8,2
414,1420016,1378440,588085,427,6779,26.47,1479.92,15,8,10
314,2263438,2219682,711780,321,6779,26.55,1479.92,3,14,6
305,513665,511327,156542,306,6779,17.72,1479.92,19,1,3
450,836929,830879,376712,453,6779,19.74,1479.92,5,9,10
314,14057,13778,4416,321,6150.47,14.8,1376.19,6,5,1
395,52798,49311,20877,423,6150.47,9.81,1376.19,29,17,0
241,258832,252228,62404,247,6150.47,21.54,1376.19,21,3,1
292,97031,90487,28333,313,6150.47,16.85,1376.19,15,3,4
248,193567,156021,47914,307,6150.47,18.57,1376.19,24,12,2
248,293306,215696,72760,337,6150.47,13.16,1376.19,14,17,2
264,68611,68611,18099,264,6150.47,20.11,1376.19,18,12,0
256,478519,478519,122389,256,6150.47,22.16,1376.19,23,0,0
252,340816,340793,85892,252,6150.47,20.36,1376.19,28,1,7
259,1422193,1396599,368682,264,6150.47,23.8,1376.19,26,9,3
290,2227886,2185984,645818,295,6150.47,34.39,1376.19,0,8,7
311,2833123,2805645,881748,314,6150.47,39.82,1376.19,30,1,2
246,2487529,2363781,612404,259,6150.47,31.34,1376.19,24,1,3
281,322108,317198,90512,285,6150.47,23.83,1376.19,20,0,4
274,1477561,1463530,405053,277,6150.47,27.92,1376.19,25,8,4
219,54128,54064,11854,219,6150.47,22.52,1376.19,14,12,6
234,280073,267289,65646,246,6150.47,17.58,1376.19,27,8,10
236,552013,537681,130213,242,6150.47,16.89,1376.19,0,8,6
274,2733232,2723482,747828,275,6150.47,24.54,1376.19,8,13,8
409,384707,384707,157457,409,6150.47,37.17,1612.55,6,14,9
392,856870,812020,335893,414,6150.47,28.5,1612.55,1,10,4
594,322188,315967,191380,606,6150.47,38.27,1612.55,5,7,5
607,832226,830910,504763,607,6150.47,43.05,1612.55,11,4,1
574,1001681,960838,575168,599,6150.47,44.99,1612.55,10,1,5
494,336690,330552,166325,503,6150.47,36.13,1612.55,24,13,10
363,873979,693135,317254,458,6150.47,31.42,1612.55,9,0,2
734,118803,118487,87201,736,6150.47,59.59,1612.55,9,16,5
640,114495,104797,73277,699,6150.47,49.86,1612.55,2,16,8
690,286976,286250,198013,692,6150.47,60.63,1612.55,9,2,6
337,456279,439607,153547,349,6150.47,36.63,1612.55,18,11,8
271,700274,672532,189640,282,6150.47,30.62,1612.55,7,10,8
485,816409,805401,395958,492,6150.47,46.8,1612.55,0,13,8
283,714331,711956,202017,284,6150.47,24.41,1612.55,29,13,9
298,85838,81254,25618,315,6150.47,19.35,1612.55,2,10,3
305,62543,61010,19076,313,6150.47,24.99,1612.55,10,13,2
268,36941,33704,9907,294,6150.47,26.02,1612.55,27,1,8
244,152959,138528,37328,269,6150.47,16.76,1612.55,4,11,3
552,68641,68641,37890,552,6150.47,30.14,1612.55,17,0,10
555,43399,43399,24099,555,6150.47,45.46,1612.55,22,13,6
682,305845,297024,208586,702,6150.47,47.84,1612.55,23,7,6
365,316217,313376,115451,368,6150.47,29.35,1612.55,28,8,9
433,328132,327750,142081,434,6150.47,42.26,1612.55,6,2,6
490,4270,4270,2092,490,6150.47,31.38,1612.55,26,2,2
414,291702,284389,120735,425,6150.47,37.76,1612.55,1,5,7
349,69495,69121,24253,351,6150.47,17.5,1612.55,27,10,7
241,157517,130447,38030,292,6150.47,24.26,1657.06,1,9,10
260,24848,24100,6460,268,6150.47,7.24,1657.06,4,0,9
320,271513,198544,86780,437,6150.47,23.15,1657.06,25,17,8
338,21242,19230,7174,373,6150.47,24.34,1657.06,10,8,3
479,825,825,395,479,6150.47,36.36,1657.06,1,15,1
269,59183,57093,15920,279,6150.47,25.6,1657.06,26,5,7
338,106379,101801,35956,353,6150.47,24.26,1657.06,22,16,9
325,788965,758230,256091,338,6150.47,33.38,1657.06,15,14,7
383,408707,396903,156390,394,6150.47,34.93,1657.06,8,3,2
371,400145,391251,148648,380,6150.47,38.78,1657.06,20,7,0
367,94005,92825,34515,372,6150.47,29.83,1657.06,21,16,3
335,215400,212583,72095,339,6150.47,19.24,1657.06,7,13,7
250,75388,72304,18862,261,6150.47,18.72,1657.06,3,16,10
334,121177,120869,40426,334,6150.47,21.96,1657.06,11,2,6
444,183672,182826,81550,446,5267.83,13.98,1645.67,28,6,6
414,193056,186851,79925,428,5267.83,18.76,1645.67,18,16,7
437,30988,30988,13542,437,5267.83,15.25,1645.67,17,8,10
469,26683,26683,12514,469,5267.83,25.33,1645.67,29,12,5
422,121397,121397,51230,422,5267.83,18.3,1645.67,30,13,3
286,106331,70884,30411,429,5267.83,6.14,1645.67,14,8,1
349,179473,165441,62636,379,5267.83,17.87,1645.67,12,14,5
437,1079348,1068472,471675,441,5267.83,29.3,1645.67,14,16,4
455,769995,722854,350348,485,5267.83,17.72,1645.67,5,12,10
591,9504,9504,5617,591,5267.83,14.89,1645.67,7,5,1
504,6625,6625,3339,504,5267.83,14.12,1645.67,2,6,0
321,349438,347928,112170,322,5267.83,20.97,1645.67,25,8,6
414,1282960,1256117,531145,423,5267.83,27.82,1645.67,11,11,2
471,1306180,1303080,615211,472,5267.83,27.48,1645.67,7,9,6
324,2188158,2140420,708963,331,5267.83,32.06,1645.67,25,14,4
398,532327,531010,211866,399,5267.83,16.81,1645.67,25,13,1
427,833476,790162,355894,450,5267.83,12.25,1645.67,29,2,2
330,18809,17996,6207,345,5629.6,8.29,1499.71,19,9,2
348,45213,43702,15734,360,5629.6,14.48,1499.71,11,3,9
263,257474,236172,67716,287,5629.6,13.83,1499.71,3,6,8
318,145057,125392,46128,368,5629.6,11.28,1499.71,23,12,2
263,363824,285111,95686,336,5629.6,15.77,1499.71,0,9,5
287,368458,281189,105747,376,5629.6,10.72,1499.71,24,15,2
262,44795,44795,11736,262,5629.6,14.92,1499.71,18,15,8
250,571132,570826,142783,250,5629.6,20.29,1499.71,4,7,2
264,436046,435712,115116,264,5629.6,18.35,1499.71,7,2,0
257,1695584,1683343,435765,259,5629.6,15.76,1499.71,9,8,6
255,1820088,1560449,464122,297,5629.6,29.83,1499.71,20,5,1
229,2639741,2115845,604501,286,5629.6,31.21,1499.71,7,6,7
282,2517994,2508862,710074,283,5629.6,30.7,1499.71,25,16,5
281,446446,397882,125451,315,5629.6,24.82,1499.71,29,14,10
238,1441231,1432393,343013,239,5629.6,25.01,1499.71,4,2,3
335,275943,275943,92441,335,5629.6,16.15,1499.71,22,2,9
251,382209,369409,95934,260,5629.6,18.65,1499.71,14,3,8
256,458084,436891,117270,268,5629.6,18.6,1499.71,23,5,10
253,2653050,2397638,671222,280,5629.6,22.5,1499.71,18,6,1
420,401168,398903,168491,422,5629.6,34.53,1772.6,13,3,8
386,833414,797975,321698,403,5629.6,30.01,1772.6,28,4,10
622,370558,369258,230487,624,5629.6,43.42,1772.6,12,16,1
516,831979,827174,429301,519,5629.6,42.96,1772.6,24,7,10
675,978112,974871,660226,677,5629.6,49.25,1772.6,19,17,0
511,356640,356517,182243,511,5629.6,39.98,1772.6,26,5,2
485,834053,821314,404516,493,5629.6,32.78,1772.6,30,17,7
738,108209,104367,79858,765,5629.6,59.59,1772.6,20,6,7
630,101676,93861,64056,682,5629.6,38.01,1772.6,21,16,4
700,288126,288126,201688,700,5629.6,60,1772.6,8,11,0
415,461565,460212,191549,416,5629.6,36,1772.6,28,12,6
285,654754,616353,186605,303,5629.6,20.66,1772.6,4,8,3
496,859298,802302,426212,531,5629.6,45.46,1772.6,6,6,4
265,771927,555617,204561,368,5629.6,21.33,1772.6,17,3,1
315,56344,52529,17748,338,5629.6,16.09,1772.6,2,17,0
329,57152,55262,18803,340,5629.6,22.22,1772.6,11,5,1
329,36298,36149,11942,330,5629.6,24.24,1772.6,19,15,0
299,121102,120992,36209,299,5629.6,14.93,1772.6,22,3,0
579,67218,65575,38919,594,5629.6,30.07,1772.6,6,15,2
583,38635,38635,22524,583,5629.6,48.38,1772.6,6,14,7
702,381230,375960,267623,712,5629.6,48.8,1772.6,29,0,0
284,386353,341799,109724,321,5629.6,24.84,1772.6,22,11,8
552,332710,322951,183656,569,5629.6,34.04,1772.6,8,14,6
553,4219,4219,2333,553,5629.6,26.31,1772.6,22,14,2
477,366253,365819,174703,478,5629.6,35.16,1772.6,16,12,10
332,60978,60446,20245,335,5629.6,14.17,1772.6,21,15,2
225,123367,122652,27758,226,5629.6,21.94,1817.57,0,15,8
276,19989,19989,5517,276,5629.6,7.5,1817.57,2,9,6
288,241462,222529,69541,313,5629.6,17.87,1817.57,13,8,6
299,18864,18785,5640,300,5629.6,20.39,1817.57,12,1,7
314,822,822,258,314,5629.6,29.06,1817.57,16,1,10
289,60235,59859,17408,291,5629.6,19.46,1817.57,25,15,6
316,98057,96402,30986,321,5629.6,26.56,1817.57,19,2,0
322,783271,743385,252213,339,5629.6,30.09,1817.57,12,2,5
393,412806,411379,162233,394,5629.6,26.54,1817.57,18,2,3
368,356708,354022,131269,371,5629.6,34.31,1817.57,2,5,10
344,98959,96287,34042,354,5629.6,28.22,1817.57,11,16,7
339,194055,189919,65785,346,5629.6,20.7,1817.57,30,4,6
309,67496,62096,20856,336,5629.6,19.68,1817.57,7,17,7
323,109629,109486,35410,323,5629.6,21.02,1817.57,8,9,1
454,222604,219572,101062,460,4611.83,20.86,1656.48,21,17,4
424,175404,174827,74371,425,4611.83,15.82,1656.48,5,11,7
458,28423,28423,13018,458,4611.83,15.91,1656.48,13,6,8
482,17305,17305,8341,482,4611.83,26.98,1656.48,19,16,1
480,117179,117179,56246,480,4611.83,12.46,1656.48,10,14,4
308,87352,81910,26904,328,4611.83,10.8,1656.48,10,5,2
378,179216,179069,67744,378,4611.83,25.49,1656.48,9,2,1
455,1087153,1040693,494655,475,4611.83,36,1656.48,16,17,5
468,780217,739855,365142,494,4611.83,20.89,1656.48,7,4,8
594,8134,8134,4832,594,4611.83,16.65,1656.48,13,2,8
423,12195,12195,5158,423,4611.83,17.26,1656.48,6,10,2
342,367604,359149,125721,350,4611.83,23.14,1656.48,24,0,3
335,1198359,1054555,401450,381,4611.83,30.59,1656.48,25,5,2
318,1426379,1212422,453589,374,4611.83,34.29,1656.48,15,14,4
348,2146280,2024844,746905,369,4611.83,31.91,1656.48,2,16,2
407,537032,517860,218572,422,4611.83,23.7,1656.48,8,13,6
433,817321,796548,353900,444,4611.83,19.98,1656.48,9,8,10
345,21917,18322,7561,413,4968.12,13.28,1503.23,14,1,10
354,70131,69047,24826,360,4968.12,13.7,1503.23,20,15,2
272,255119,234225,69392,296,4968.12,17.8,1503.23,4,15,10
332,165260,153729,54866,357,4968.12,14.63,1503.23,29,4,9
280,391433,374383,109601,293,4968.12,15.07,1503.23,5,1,1
292,407902,370151,119107,322,4968.12,15.16,1503.23,16,12,4
269,46669,46669,12554,269,4968.12,16.95,1503.23,8,2,5
254,579134,560723,147100,262,4968.12,26.54,1503.23,25,14,4
275,479949,478273,131986,276,4968.12,18.73,1503.23,25,16,3
272,1735782,1718034,472133,275,4968.12,22.13,1503.23,18,11,5
263,1821931,1755839,479168,273,4968.12,33.01,1503.23,3,9,3
257,2797552,2785446,718971,258,4968.12,43.06,1503.23,30,2,6
291,2488645,2473525,724196,293,4968.12,30.65,1503.23,24,12,10
292,522337,521514,152522,292,4968.12,26.5,1503.23,13,8,4
250,1455808,1418816,363952,257,4968.12,24.87,1503.23,5,11,0
350,368240,368240,128884,350,4968.12,21.51,1503.23,25,10,2
255,402415,400315,102616,256,4968.12,18.56,1503.23,25,1,1
249,461538,420381,114923,273,4968.12,20.7,1503.23,1,6,3
262,2716110,2618059,711621,272,4968.12,24.12,1503.23,16,4,1
417,385220,382816,160637,420,4968.12,41.08,1778.17,23,3,3
417,831593,801726,346774,433,4968.12,32.45,1778.17,21,16,3
625,385774,385774,241109,625,4968.12,45.44,1778.17,26,17,1
548,866591,865896,474892,548,4968.12,49.22,1778.17,13,1,10
608,1076423,1011056,654465,647,4968.12,54.39,1778.17,27,1,10
544,357034,357034,194226,544,4968.12,46.78,1778.17,21,12,6
503,827487,823923,416226,505,4968.12,35.19,1778.17,14,13,3
689,112876,110336,77772,705,4968.12,55.53,1778.17,20,0,3
517,105094,95947,54334,566,4968.12,39.33,1778.17,0,10,9
735,325842,323919,239494,739,4968.12,56.53,1778.17,19,6,5
433,435712,434719,188663,434,4968.12,37.9,1778.17,19,13,2
282,621301,605134,175207,290,4968.12,27.57,1778.17,0,3,6
509,840370,835059,427748,512,4968.12,46.41,1778.17,12,11,3
258,799429,786265,206253,262,4968.12,20.5,1778.17,11,9,4
309,44741,44018,13825,314,4968.12,21.21,1778.17,1,16,1
306,48215,48135,14754,307,4968.12,24.93,1778.17,5,3,8
346,34011,33008,11768,357,4968.12,22.71,1778.17,26,8,5
314,116975,107766,36730,341,4968.12,13.15,1778.17,18,6,2
575,67793,66198,38981,589,4968.12,28.94,1778.17,27,12,5
591,33310,33310,19686,591,4968.12,52.84,1778.17,15,11,3
689,319964,314789,220455,700,4968.12,50.84,1778.17,23,11,6
296,402564,362557,119159,329,4968.12,28.57,1778.17,11,12,1
572,305310,291277,174637,600,4968.12,42.21,1778.17,30,11,8
560,3929,3919,2200,561,4968.12,31.56,1778.17,28,8,9
503,344582,338111,173325,513,4968.12,42.94,1778.17,30,1,0
342,56448,56448,19305,342,4968.12,22.55,1778.17,23,10,10
248,103886,102403,25764,252,4968.12,23.6,1823.31,8,6,3
277,18934,18934,5245,277,4968.12,8.93,1823.31,1,1,1
306,208316,206438,63745,309,4968.12,18.72,1823.31,22,8,1
312,20850,20850,6505,312,4968.12,25.35,1823.31,15,7,2
349,938,938,327,349,4968.12,23.45,1823.31,24,10,10
299,57177,57177,17096,299,4968.12,22.67,1823.31,1,16,10
333,102724,102724,34207,333,4968.12,26.23,1823.31,15,15,0
329,740010,720704,243463,338,4968.12,39.87,1823.31,26,6,10
381,439580,428395,167480,391,4968.12,27.45,1823.31,3,1,6
374,380457,373182,142291,381,4968.12,35.7,1823.31,26,11,8
351,95760,95760,33612,351,4968.12,30.43,1823.31,22,10,5
344,177051,175827,60906,346,4968.12,22.71,1823.31,10,5,5
302,65632,65632,19821,302,4968.12,22.82,1823.31,7,0,8
331,95032,94645,31456,332,4968.12,20.08,1823.31,11,2,4
446,241242,241242,107594,446,4287.75,16.29,1818.63,27,3,2
432,184859,184068,79859,434,4287.75,19.77,1818.63,0,8,4
486,29242,29242,14212,486,4287.75,20.36,1818.63,19,1,5
487,14127,14127,6880,487,4287.75,22.59,1818.63,25,10,1
497,131785,130791,65497,501,4287.75,14.39,1818.63,29,0,1
338,86647,86411,29287,339,4287.75,9.1,1818.63,29,16,3
373,184114,181066,68675,379,4287.75,20.7,1818.63,17,2,6
445,1093388,1080433,486558,450,4287.75,39.43,1818.63,3,14,3
379,795367,613160,301444,492,4287.75,21.03,1818.63,9,7,2
475,9625,9625,4572,475,4287.75,14,1818.63,6,10,0
400,8046,8046,3218,400,4287.75,15.82,1818.63,2,13,3
358,337465,336449,120812,359,4287.75,26.39,1818.63,4,13,10
427,1207484,1071153,515596,481,4287.75,30.86,1818.63,6,12,7
437,1456928,1223000,636678,521,4287.75,35.57,1818.63,2,17,7
426,2310188,2279529,984140,432,4287.75,32.16,1818.63,16,6,4
505,519465,519465,262330,505,4287.75,26,1818.63,29,17,2
390,869377,680722,339057,498,4287.75,20.56,1818.63,23,8,0
374,24637,24637,9214,374,4640.87,11.38,1547.63,21,13,3
363,81976,81976,29757,363,4640.87,12.27,1547.63,17,1,9
283,307597,240233,87050,362,4640.87,14.65,1547.63,7,14,6
308,168708,144997,51962,358,4640.87,11.79,1547.63,28,16,2
277,412636,355847,114300,321,4640.87,17.3,1547.63,1,13,8
259,389137,330001,100786,305,4640.87,14.38,1547.63,17,1,7
274,50412,45458,13813,304,4640.87,13.98,1547.63,7,0,10
268,597976,528239,160258,303,4640.87,23.83,1547.63,0,6,7
284,500887,454413,142252,313,4640.87,19.51,1547.63,21,6,8
288,1763453,1701234,507874,299,4640.87,21.99,1547.63,1,16,5
280,1882334,1609395,527054,327,4640.87,30.28,1547.63,4,11,2
291,2869432,2725960,835005,306,4640.87,40.13,1547.63,12,11,3
311,2501808,2425621,778062,321,4640.87,32.87,1547.63,21,5,10
